2,My CPTP MIP pricer,BaPCod
0:d155f8b9ddc3064955b83b35cb92649492b83775e51f1fc3b4201de04765a1e0,64.069238814332593,1.0000266801846269
0:459d32223275fa25e7105a20dc4056f3421d8689894509f430304c2b85f40fc8,65.004814920405167,1.0000270744512212
0:0c90eb54092e78f80f83fadc81b64e7b5f4c31d99957c9af40cc27c08f700171,69.195519061360557,1.0000288081741466
0:d9d67fd7b294fd067c8489c302394741e1e2118ae182a6c6be2aa5aee0d5cb55,66.658127408436414,1.0000277389740353
0:85eaa3563c49be66a2bec98792327549374fe03c45b137b85dc4b799560d88e3,63.878059793413087,1.0000265918690574
0:db48e893928f2b87ba155cb98552757c5de35c0109d111121361016ef61798da,69.687039247970873,1.0000290134695033
0:ec41e58dba79aac8488b5b96742b3ff7f96230c0a5bf3bebdca84e80449d68ca,64.995244131085627,1.0000270665808115
0:4911f163634ba0b61271cbd13709121a19ae6767357761f5a0e7289ca00e4b29,5276.5323122898762,1.0021973675536708
0:bbeb7ac0b8e614eeeee32133042b8ab3052474dd5c314fb7156eaf0eb6c61e07,3493.3017894922427,1.002203808180536
0:105c484862d0e4255e634feca81885b56742d5b1e8b4561e8348fafd31adc792,5298.8301890955627,1.002206482646014
0:671cbd6b5f09a3e0155f0ab7b997a2ce485f73da42bcd108977babf7dba7718b,4322.8977295381546,1.0022150847269908
0:f270eab66576a5b1cc232609cf74749bec9cf4ec03284f55a89ffb153946e9a3,5188.3360198789978,1.002160760587727
0:e877d7d28da8d3c5cf5c5728e38a08ae73e09c55709f4861cf3d3fbf1972e5fa,5400.3667318894359,1.0022490610170254
0:548d9ab15783f2269dd6d8876b374948ee0d187d1d72b5e182b0cd7e4efbc5d1,5191.8996152349664,1.0021616013142536
0:7ca083a35934af30fa1dcb8b04f0858b4d39a7a322576d05687505f2d9d8849e,4664.327672820953,1.0021468441391155
0:d1ffd681aab209531833ef4f857131a277602dbe9708f4d39877ebfd3c0800bf,3396.2171534437666,1.0021795989537925
0:3f4c2ef5a1509ce6c4c0ebdc04e49bb76bcc7f115b17b738cd6814193c4d6e04,5231.5946664342673,1.0021787441718595
0:c9c9c0967d8c3d158340377620f50155b1f283ca4bfc68f8d79d2f7e4ace0ae5,1738.6964679991602,1.0007239190079413
0:b2e341b70bc0c66d88f08729c34ad69c0789577fdbd66bff76696901285eefa6,1755.1959485638677,1.0007310422469313
0:ceef9d6932da5a1240835f6edb4df73f6c0803c13804a35b671bb25fb9214dcf,1628.5715486959705,1.0006781224146581
0:94a8aa49e8df67385f29b5763f5db6c68cbc101d1c8c42a1dd60c1193d2cc92e,1647.8669979477959,1.0006863559304584
0:756dae974adfc654f85e2978d8407d4206a054c660ce4cd6fde6e7d504a39157,1778.3298677448499,1.0007405103597398
0:b5376a45cc7c58cbd967cd00a93523487963691faba1b965b6336e39af0baece,1573.7695549860052,1.0006554927010887
0:5fac7ab4e23d4d3a922e47aad13a05584ebdbd771f7b5d49b22f19210b882128,1641.8325972214625,1.0006836952360114
0:b27329bf0c0930d58138ea16c2a5a6260e393e1d82b71c9830ca5594e43b4dcd,1245.0252104260067,1.0006782465968975
0:d82c94f01d978467ccfb5f13b4ce1fe3e11d0549a92edf4f1c06a9f79f974f53,1678.6469305754515,1.0006987876035078
0:0371b6d805c330da38705e7885f930210af7519d6f64986f81af144c2716a682,1633.8522884976462,1.0006802906201528
